epoch,step,test/f1_class_0_epoch,test/f1_class_0_step,test/f1_class_1_epoch,test/f1_class_1_step,test/f1_class_2_epoch,test/f1_class_2_step,test/f1_class_3_epoch,test/f1_class_3_step,test/f1_class_4_epoch,test/f1_class_4_step,test/f1_class_5_epoch,test/f1_class_5_step,test/iou_class_0_epoch,test/iou_class_0_step,test/iou_class_1_epoch,test/iou_class_1_step,test/iou_class_2_epoch,test/iou_class_2_step,test/iou_class_3_epoch,test/iou_class_3_step,test/iou_class_4_epoch,test/iou_class_4_step,test/iou_class_5_epoch,test/iou_class_5_step,test/loss_epoch,test/loss_step,train/f1_class_0,train/f1_class_1,train/f1_class_2,train/f1_class_3,train/f1_class_4,train/f1_class_5,train/iou_class_0,train/iou_class_1,train/iou_class_2,train/iou_class_3,train/iou_class_4,train/iou_class_5,train/loss,val/f1_class_0_epoch,val/f1_class_0_step,val/f1_class_1_epoch,val/f1_class_1_step,val/f1_class_2_epoch,val/f1_class_2_step,val/f1_class_3_epoch,val/f1_class_3_step,val/f1_class_4_epoch,val/f1_class_4_step,val/f1_class_5_epoch,val/f1_class_5_step,val/iou_class_0_epoch,val/iou_class_0_step,val/iou_class_1_epoch,val/iou_class_1_step,val/iou_class_2_epoch,val/iou_class_2_step,val/iou_class_3_epoch,val/iou_class_3_step,val/iou_class_4_epoch,val/iou_class_4_step,val/iou_class_5_epoch,val/iou_class_5_step,val/loss_epoch,val/loss_step
0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6225488781929016,0.0,0.0,0.0,0.593745768070221,0.04763559252023697,0.7673714756965637,0.0,0.0,0.0,0.7450947165489197,0.0909392461180687,0.8171841502189636,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7063772082328796,0.014335953630506992,0.0009079881710931659,0.0,0.5618998408317566,0.09398576617240906,0.8279262185096741,0.028266677632927895,0.0018143289489671588,0.0,0.719508171081543,0.171822652220726,0.8311371803283691,,,,,,,,,,,,,,,,,,,,,,,,,,
0,29,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5889723300933838,0.00014661562454421073,0.0,0.0,0.6017020344734192,0.11080159991979599,0.7413248419761658,0.00029318826273083687,0.0,0.0,0.7513283491134644,0.19949845969676971,0.8232633471488953,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6654421091079712,,0.0012016079854220152,,2.7282068913336843e-05,,0.0,,0.4014294147491455,,0.038367681205272675,,0.7991176843643188,,0.0024003316648304462,,5.4562649893341586e-05,,0.0,,0.5728856921195984,,0.07389999181032181,,433.44549560546875
,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.591588020324707,,0.0,,1.8603959688334726e-05,,0.0,,0.5084335803985596,,0.03481022268533707,,0.7433934211730957,,0.0,,3.72072245227173e-05,,0.0,,0.6741212606430054,,0.06727846711874008,,836.9190673828125
,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7097702026367188,,0.0004141730023548007,,2.9934966732980683e-05,,0.0,,0.5875678062438965,,0.06375237554311752,,0.8302521705627441,,0.0008280030451714993,,5.986813994240947e-05,,0.0,,0.7402113080024719,,0.11986318230628967,,480.3921813964844
,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6248169541358948,,0.0,,2.5945048037101515e-05,,0.0,,0.5495558381080627,,0.041412170976400375,,0.7690921425819397,,0.0,,5.1888750022044405e-05,,0.0,,0.7093075513839722,,0.07953079789876938,,500.779052734375
,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6575953960418701,,0.0,,3.2583146094111726e-05,,0.0,,0.6217433214187622,,0.054591868072748184,,0.7934329509735107,,0.0,,6.516416760860011e-05,,0.0,,0.7667592167854309,,0.10353174805641174,,1193.7493896484375
,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5927801132202148,,0.00019121503282804042,,2.602020867925603e-05,,0.0,,0.6349737048149109,,0.05487867072224617,,0.7443338632583618,,0.0003823569568339735,,5.203906403039582e-05,,0.0,,0.776738703250885,,0.10404736548662186,,950.5946044921875
,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6099328994750977,,2.7756574127124622e-05,,4.0099846955854446e-05,,0.0,,0.5884013175964355,,0.04025861248373985,,0.757712185382843,,5.5511609389213845e-05,,8.019647793844342e-05,,0.0,,0.7408723831176758,,0.07740116119384766,,520.2586059570312
,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7246994972229004,,0.0,,3.3669468393782154e-05,,0.0,,0.625872790813446,,0.03933872655034065,,0.840377688407898,,0.0,,6.733666668878868e-05,,0.0,,0.7698914408683777,,0.07569953054189682,,848.6871948242188
,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6921972036361694,,0.0003638215712271631,,1.7057278455467895e-05,,0.0,,0.6158031225204468,,0.07457807660102844,,0.8181046843528748,,0.0007273785304278135,,3.4113974834326655e-05,,0.0,,0.7622254490852356,,0.1388043910264969,,904.83984375
,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5960078835487366,,0.0,,0.0,,0.0,,0.590694010257721,,0.03784380480647087,,0.7468733787536621,,0.0,,0.0,,0.0,,0.7426871657371521,,0.07292775064706802,,1143.710693359375
0,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6489654779434204,,0.00023067007714416832,,2.6354990040999837e-05,,0.0,,0.5715501308441162,,0.048481885343790054,,0.7861081957817078,,0.00046096599544398487,,5.270841938909143e-05,,0.0,,0.7247281670570374,,0.09220191091299057,,781.3375854492188,
1,39,,,,,,,,,,,,,,,,,,,,,,,,,,,0.728523850440979,0.004057877231389284,0.0,0.0,0.5685871839523315,0.13284289836883545,0.8429433703422546,0.00808295514434576,0.0,0.0,0.7249672412872314,0.23453013598918915,0.8377911448478699,,,,,,,,,,,,,,,,,,,,,,,,,,
1,49,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6909691095352173,0.050900306552648544,0.12683750689029694,0.0,0.5768550038337708,0.08727920800447464,0.8172463178634644,0.09686990082263947,0.22512118518352509,0.0,0.731652557849884,0.16054607927799225,0.8124006986618042,,,,,,,,,,,,,,,,,,,,,,,,,,
1,59,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6841640472412109,0.10740149021148682,0.0005652628024108708,0.0,0.5911699533462524,0.245717391371727,0.8124672174453735,0.19397027790546417,0.0011298868339508772,0.0,0.7430632710456848,0.39449942111968994,0.8363488912582397,,,,,,,,,,,,,,,,,,,,,,,,,,
1,69,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7435324788093567,0.12365759164094925,0.002677296055480838,0.004746552091091871,0.6644681692123413,0.24078290164470673,0.8529034852981567,0.2200983464717865,0.005340294912457466,0.009448257274925709,0.7984150052070618,0.38811448216438293,0.6514278054237366,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6790319085121155,,0.13694851100444794,,0.011778976768255234,,0.0,,0.44371700286865234,,0.3205530643463135,,0.8088374137878418,,0.24090538918972015,,0.023283695802092552,,0.0,,0.6146869659423828,,0.4854830503463745,,1.0525710582733154
,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6073538661003113,,0.04515599459409714,,0.056185878813266754,,0.0,,0.5815751552581787,,0.19824297726154327,,0.7557189464569092,,0.0864100530743599,,0.10639391839504242,,0.0,,0.7354379296302795,,0.3308894634246826,,1.095465898513794
,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6674070358276367,,0.030635904520750046,,0.02184574492275715,,0.0,,0.62397700548172,,0.312417209148407,,0.8005328178405762,,0.05945048853754997,,0.04275742173194885,,0.0,,0.768455445766449,,0.4760943651199341,,0.7817530035972595
,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6537025570869446,,0.04314881190657616,,0.007784493267536163,,0.0,,0.616456151008606,,0.24659505486488342,,0.7905926704406738,,0.08272800594568253,,0.01544872671365738,,0.0,,0.7627254724502563,,0.39562976360321045,,0.9523212313652039
,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7128318548202515,,0.03702683001756668,,0.0031488300301134586,,0.0,,0.6977311968803406,,0.40344396233558655,,0.8323430418968201,,0.07140958309173584,,0.006277892272919416,,0.0,,0.8219572305679321,,0.574934184551239,,0.6611894369125366
,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6301347613334656,,0.07090896368026733,,0.009886374697089195,,0.0,,0.6588623523712158,,0.28267744183540344,,0.7731075882911682,,0.1324276328086853,,0.01957918331027031,,0.0,,0.7943544387817383,,0.4407615661621094,,0.8084089159965515
,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6755394339561462,,0.03284246101975441,,0.0053886775858700275,,0.0,,0.6440199613571167,,0.2364388108253479,,0.8063545823097229,,0.06359626352787018,,0.010719590820372105,,0.0,,0.7834697365760803,,0.38245129585266113,,0.7618433833122253
,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7613831758499146,,0.051413170993328094,,0.003522878512740135,,0.00650885421782732,,0.714788019657135,,0.24274508655071259,,0.8645287156105042,,0.09779822826385498,,0.0070210229605436325,,0.012933526188135147,,0.8336750864982605,,0.39065951108932495,,0.7254692316055298
,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7155428528785706,,0.11834651976823807,,0.01491338387131691,,0.0,,0.6489962935447693,,0.1922610104084015,,0.8341882824897766,,0.21164552867412567,,0.029388487339019775,,0.0,,0.7871410250663757,,0.32251495122909546,,0.7433744072914124
,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5569685697555542,,0.02755407616496086,,0.022778460755944252,,0.0,,0.5766459107398987,,0.13730250298976898,,0.7154525518417358,,0.053630415350198746,,0.04454231634736061,,0.0,,0.7314843535423279,,0.2414529174566269,,0.805920422077179
1,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6713512539863586,,0.060964226722717285,,0.015376397408545017,,0.0006828961777500808,,0.6228423714637756,,0.2631676197052002,,0.8022335171699524,,0.11277243494987488,,0.029852647334337234,,0.0013569601578637958,,0.7649052739143372,,0.41208550333976746,,0.8388316035270691,
2,79,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6319869756698608,0.025254206731915474,0.004898578394204378,0.0,0.5194474458694458,0.34691575169563293,0.7745000123977661,0.04926428198814392,0.009749398566782475,0.0,0.6837320327758789,0.51512610912323,0.8391550779342651,,,,,,,,,,,,,,,,,,,,,,,,,,
2,89,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5770360231399536,0.09827137738466263,0.002378504490479827,0.0,0.46330711245536804,0.13184404373168945,0.7317981719970703,0.17895644903182983,0.004745721351355314,0.0,0.6332328915596008,0.23297210037708282,0.9585968255996704,,,,,,,,,,,,,,,,,,,,,,,,,,
